GSM1705375	GSM1705377
ENSG00000241837	30691.9	26463.8
ENSG00000237945	437.068	542.1
ENSG00000273102	115.013	102.697
ENSG00000198743	635.95	545.316
ENSG00000275874	0.0	0.0
ENSG00000278955	0.0	0.0
ENSG00000224598	0.0	0.0
ENSG00000205670	61.1389	552.7959999999999
ENSG00000273104	0.0	0.0
ENSG00000233316	0.0	0.0
ENSG00000243627	0.0	0.0
ENSG00000159216	546.988	383.847
ENSG00000234703	0.0	0.0
ENSG00000154646	0.0	0.0
ENSG00000230794	0.0	0.0
ENSG00000279718	410.646	0.0
ENSG00000229761	0.0	0.0
ENSG00000231106	0.0	0.0
ENSG00000214914	44038.9	40931.6
ENSG00000225431	0.0	0.0
ENSG00000225906	0.0	0.0
ENSG00000184724	0.0	0.0
ENSG00000180509	0.0	0.0
ENSG00000189089	778.029	825.3510000000001
ENSG00000236677	0.0	0.0
ENSG00000234380	0.0	17.5192
ENSG00000279615	0.0	0.0
ENSG00000233393	0.0	39.8307
ENSG00000160294	6952.02	4632.68
ENSG00000159267	1536.76	1177.74
ENSG00000264063	0.0	0.0
ENSG00000279690	0.0	0.0
ENSG00000236830	74.1761	85.0676
ENSG00000214889	1875.97	594.469
ENSG00000214326	238.86900000000003	0.0
ENSG00000142197	494.555	413.041
